modelo,use_bl,bl_method,conf_base,lookback,skip,train_years,max_weight,anio,perfil,prob_aceptacion_prom,prob_abandono_prom,retorno_anual,volatilidad_anual,sharpe,max_drawdown,meses_activos,abandono,comision_total,frecuencia_rebalanceo,caja_chica_promedio
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2019,conservador,0.2997955636898816,0.1451718228485861,0.1002,0.158,0.6341,0.0597,5,True,4785.46,0.2,0.0051
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2019,neutro,0.5747429784252615,0.0,0.1365,0.0511,2.674,0.0256,12,False,11137.53,0.5833,0.0027
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2019,arriesgado,0.5807490114078484,0.0,0.0967,0.0979,0.9879,0.0618,12,False,11578.78,0.5833,0.0027
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2019,muy_arriesgado,0.4954901585627888,0.0,0.0881,0.0981,0.8985,0.0965,12,False,11628.32,0.5,0.0046
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2020,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2020,conservador,0.999990904533432,0.4990894757819538,-0.3353,,0.0,0.1131,2,True,1599.56,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2020,neutro,0.9416723187011832,0.3333291338654615,-0.6631,0.3773,-1.7574,0.2628,3,True,2304.78,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2020,arriesgado,0.6810171090738426,0.0,0.5098,0.3361,1.5168,0.2516,12,False,11587.99,0.6667,0.0007
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2020,muy_arriesgado,0.8021229126375755,0.0,0.5577,0.3075,1.8136,0.2456,12,False,12060.97,0.8333,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2021,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2021,conservador,0.9999999999958556,0.5812485591598301,0.0,,0.0,0.0533,1,True,867.65,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2021,neutro,0.9958602798795578,0.0,0.3929,0.1288,3.0511,0.0533,12,False,12953.57,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2021,arriesgado,0.9752837315156396,0.0,0.2198,0.1555,1.4132,0.0849,12,False,11598.46,0.9167,0.0001
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2021,muy_arriesgado,0.9867424661425442,0.0,0.163,0.1964,0.8302,0.1107,12,False,11680.91,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2022,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2022,conservador,0.9962790178198908,0.37846424952014,-0.1468,0.183,-0.802,0.0866,4,True,3211.61,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2022,neutro,0.1899035555970652,0.1743640794824803,-0.2133,0.2029,-1.0514,0.1934,9,True,6895.05,0.2222,0.0037
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2022,arriesgado,0.2468959047599236,0.0,-0.0999,0.1733,-0.5764,0.2313,12,False,8621.16,0.25,0.0083
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2022,muy_arriesgado,0.2501604690182355,0.0,-0.1462,0.2259,-0.6475,0.3027,12,False,8029.02,0.25,0.0078
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2023,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2023,conservador,0.9886020293043718,0.1211990769299945,-0.1016,0.0544,-1.8687,0.0543,5,True,4502.57,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2023,neutro,0.5322686893287546,0.0,0.1492,0.1674,0.8912,0.0809,12,False,11238.56,0.5,0.0014
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2023,arriesgado,0.0773264106481697,0.0,0.1953,0.1264,1.5446,0.0539,12,False,10586.18,0.0833,0.0038
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2023,muy_arriesgado,0.2881947890884236,0.0,0.2229,0.1322,1.6861,0.0795,12,False,11210.68,0.3333,0.0009
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2024,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2024,conservador,0.9999993076254668,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2024,neutro,0.9863453356988586,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2024,arriesgado,0.6688761748379748,0.0,0.2856,0.1023,2.7922,0.0442,12,False,12040.41,0.6667,0.0005
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2024,muy_arriesgado,0.8259950719354582,0.0,0.3349,0.1333,2.5126,0.0588,12,False,12741.28,0.75,0.0003
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2025,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2025,conservador,0.9792290161047728,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2025,neutro,0.5054925187074052,0.0,0.23,0.0742,3.0995,0.0324,12,False,11392.52,0.5,0.0016
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2025,arriesgado,0.8635268963027499,0.0,0.1273,0.1273,1.0002,0.0908,12,False,10770.13,0.9167,0.0001
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.15,2025,muy_arriesgado,0.7616525117417036,0.0,0.2448,0.1542,1.5868,0.1074,12,False,11376.78,0.6667,0.001
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2019,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2019,conservador,0.2997955636898816,0.1451718228485861,0.1002,0.158,0.6341,0.0597,5,True,4785.46,0.2,0.0051
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2019,neutro,0.5746347920823633,0.0,0.1363,0.0511,2.6651,0.0256,12,False,11138.93,0.5833,0.0027
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2019,arriesgado,0.5845027377470705,0.0,0.0897,0.0999,0.8975,0.0606,12,False,11522.11,0.5833,0.0028
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2019,muy_arriesgado,0.4970280663345296,0.0,0.0767,0.1061,0.7234,0.1017,12,False,11563.95,0.5,0.0045
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2020,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2020,conservador,0.999990904533432,0.4990894757819538,-0.3353,,0.0,0.1131,2,True,1599.56,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2020,neutro,0.9416564258718064,0.3333292429657735,-0.6636,0.3785,-1.7533,0.2631,3,True,2304.7,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2020,arriesgado,0.6810603567614496,0.0,0.5106,0.3363,1.5181,0.2517,12,False,11582.94,0.6667,0.0006
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2020,muy_arriesgado,0.8021300609949504,0.0,0.5426,0.3094,1.7537,0.2476,12,False,12004.2,0.8333,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2021,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2021,conservador,0.9999999999958556,0.5812485591598301,0.0,,0.0,0.0533,1,True,867.65,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2021,neutro,0.9958602798795578,0.0,0.3929,0.1288,3.0511,0.0533,12,False,12953.57,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2021,arriesgado,0.9752517441720128,0.0,0.2193,0.1557,1.4088,0.0854,12,False,11594.95,0.9167,0.0001
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2021,muy_arriesgado,0.9870989695838968,0.0,0.1659,0.1966,0.844,0.111,12,False,11685.38,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2022,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2022,conservador,0.9962790178198908,0.37846424952014,-0.1468,0.183,-0.802,0.0866,4,True,3211.61,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2022,neutro,0.1899035555970652,0.1743640794824803,-0.2133,0.2029,-1.0514,0.1934,9,True,6895.05,0.2222,0.0037
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2022,arriesgado,0.2468898277529509,0.0,-0.1001,0.1734,-0.5772,0.2312,12,False,8615.44,0.25,0.0083
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2022,muy_arriesgado,0.2502135914893098,0.0,-0.1507,0.2276,-0.6619,0.3064,12,False,8004.13,0.25,0.0078
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2023,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2023,conservador,0.9886020293043718,0.1211990769299945,-0.1016,0.0544,-1.8687,0.0543,5,True,4502.57,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2023,neutro,0.5322686893287546,0.0,0.1492,0.1674,0.8912,0.0809,12,False,11238.56,0.5,0.0014
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2023,arriesgado,0.0773490202694221,0.0,0.1942,0.1265,1.5354,0.0539,12,False,10579.8,0.0833,0.0038
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2023,muy_arriesgado,0.2906238042521316,0.0,0.2361,0.1351,1.7471,0.0797,12,False,11230.65,0.3333,0.0009
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2024,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2024,conservador,0.9999993076254668,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2024,neutro,0.9863453356988586,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2024,arriesgado,0.6688287957915184,0.0,0.2859,0.1019,2.8042,0.0443,12,False,12040.28,0.6667,0.0005
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2024,muy_arriesgado,0.8285460114750701,0.0,0.3255,0.1326,2.4543,0.0609,12,False,12717.93,0.75,0.0003
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2025,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2025,conservador,0.9792290161047728,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2025,neutro,0.5054999861472694,0.0,0.23,0.0742,3.0995,0.0324,12,False,11392.52,0.5,0.0016
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2025,arriesgado,0.8694221049129734,0.0,0.1281,0.1281,1.0,0.0907,12,False,10791.06,0.9167,0.0001
hybrid_bl,True,robust_factor_hybrid,1.0,126,21,5,0.2,2025,muy_arriesgado,0.7679565668700749,0.0,0.2586,0.1608,1.6079,0.108,12,False,11474.6,0.6667,0.0009
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2019,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2019,conservador,0.999928891311728,0.1294999308504578,0.103,0.1563,0.6592,0.0561,5,True,4785.86,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2019,neutro,0.4798066954250449,0.0,0.224,0.0643,3.4817,0.022,12,False,11661.48,0.3333,0.0029
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2019,arriesgado,0.8405699888747943,0.0,0.2992,0.105,2.8494,0.0459,12,False,12659.07,0.75,0.0006
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2019,muy_arriesgado,0.0005052016954283,0.0,0.3275,0.1235,2.6518,0.0513,12,False,12765.13,0.0,0.01
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2020,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2020,conservador,0.999988562146125,0.4990894757819538,-0.3353,,0.0,0.1131,2,True,1599.56,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2020,neutro,0.4524485535153436,0.3333306155550112,-0.6452,0.2648,-2.4365,0.2672,3,True,2237.81,0.3333,0.0023
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2020,arriesgado,0.6304654893169026,0.0,0.299,0.2593,1.1533,0.2339,12,False,10824.02,0.5,0.0013
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2020,muy_arriesgado,0.1781906534206703,0.0,0.3506,0.2758,1.2708,0.2313,12,False,10975.79,0.0833,0.0039
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2021,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2021,conservador,0.999999932498507,0.5812485591598301,0.0,,0.0,0.0533,1,True,867.65,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2021,neutro,0.999827491216156,0.0,0.3929,0.1288,3.0511,0.0533,12,False,12953.57,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2021,arriesgado,0.9982092284653032,0.0,0.3955,0.1424,2.7783,0.0619,12,False,12513.7,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2021,muy_arriesgado,0.9939832469918688,0.0,0.3939,0.1663,2.3689,0.0748,12,False,12581.83,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2022,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2022,conservador,0.9999999892624688,0.37846424952014,-0.1468,0.183,-0.802,0.0866,4,True,3211.61,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2022,neutro,0.9955522147342136,0.1750483565212424,-0.2174,0.2073,-1.0486,0.1958,9,True,6889.2,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2022,arriesgado,0.4726010562726166,0.0,-0.1554,0.1749,-0.8884,0.2454,12,False,8406.37,0.5,0.0034
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2022,muy_arriesgado,0.3349303435263105,0.0,-0.2017,0.2434,-0.8287,0.3147,12,False,7852.54,0.4167,0.0033
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2023,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2023,conservador,0.999997369969558,0.1211990769299945,-0.1016,0.0544,-1.8687,0.0543,5,True,4502.57,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2023,neutro,0.9526550822284132,0.0,0.1547,0.1658,0.9333,0.0811,12,False,11294.2,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2023,arriesgado,0.0013040159587289,0.0,0.08,0.1109,0.7213,0.0589,12,False,10662.64,0.0,0.012
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2023,muy_arriesgado,0.0005767307380163,0.0,0.2094,0.1397,1.4991,0.0575,12,False,11653.48,0.0,0.0081
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2024,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2024,conservador,0.9999999045761112,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2024,neutro,0.997907242678573,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2024,arriesgado,0.0439990939126303,0.0,0.1859,0.092,2.022,0.0311,12,False,11165.49,0.0,0.0115
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2024,muy_arriesgado,0.0639988969971252,0.0,0.2035,0.1264,1.6098,0.0531,12,False,11504.09,0.0,0.0078
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2025,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2025,conservador,0.9999999514220028,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2025,neutro,0.9989333087489682,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2025,arriesgado,0.7691292621492575,0.0,0.167,0.0737,2.2656,0.0289,12,False,11158.53,0.8333,0.0004
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.01,2025,muy_arriesgado,0.5718428269996872,0.0,0.2209,0.0891,2.4787,0.041,12,False,11450.95,0.6667,0.0005
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2019,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2019,conservador,0.999928891311728,0.1294999308504578,0.103,0.1563,0.6592,0.0561,5,True,4785.86,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2019,neutro,0.9999107663481236,0.0,0.1915,0.0557,3.4414,0.015,12,False,11312.36,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2019,arriesgado,0.9999987019181183,0.0,0.327,0.1169,2.7969,0.039,12,False,12647.34,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2019,muy_arriesgado,0.996547279283034,0.0,0.3955,0.137,2.886,0.0587,12,False,13213.71,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2020,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2020,conservador,0.999988562146125,0.4990894757819538,-0.3353,,0.0,0.1131,2,True,1599.56,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2020,neutro,0.9998127352465273,0.333311311319259,-0.6272,0.3264,-1.9217,0.2462,3,True,2324.97,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2020,arriesgado,0.9998299048305436,0.0,0.3883,0.2544,1.5264,0.2056,12,False,11169.43,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2020,muy_arriesgado,0.9998221286993898,0.0,0.6024,0.2941,2.048,0.2037,12,False,12152.49,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2021,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2021,conservador,0.999999932498507,0.5812485591598301,0.0,,0.0,0.0533,1,True,867.65,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2021,neutro,0.999827491216156,0.0,0.3929,0.1288,3.0511,0.0533,12,False,12953.57,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2021,arriesgado,0.9999999528447662,0.0,0.3343,0.1755,1.905,0.0662,12,False,12298.94,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2021,muy_arriesgado,0.999999999266482,0.0,0.3415,0.2314,1.4758,0.0948,12,False,12724.14,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2022,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2022,conservador,0.9999999892624688,0.37846424952014,-0.1468,0.183,-0.802,0.0866,4,True,3211.61,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2022,neutro,0.9955522147342136,0.1750483565212424,-0.2174,0.2073,-1.0486,0.1958,9,True,6889.2,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2022,arriesgado,0.9873534318080732,0.0,-0.2206,0.1627,-1.3562,0.2783,12,False,8275.42,0.9167,0.0002
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2022,muy_arriesgado,0.9910100328492444,0.0,-0.2893,0.2158,-1.3402,0.3687,12,False,7609.82,0.9167,0.0001
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2023,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2023,conservador,0.999997369969558,0.1211990769299945,-0.1016,0.0544,-1.8687,0.0543,5,True,4502.57,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2023,neutro,0.9526550822284132,0.0,0.1547,0.1658,0.9333,0.0811,12,False,11294.2,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2023,arriesgado,0.6641515233149288,0.0,0.1011,0.1256,0.8048,0.0845,12,False,10836.61,0.5833,0.0013
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2023,muy_arriesgado,0.6571914646788003,0.0,0.191,0.1677,1.1385,0.0991,12,False,11692.2,0.6667,0.0002
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2024,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2024,conservador,0.9999999045761112,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2024,neutro,0.997907242678573,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2024,arriesgado,0.9900047838877856,0.0,0.218,0.0902,2.4182,0.0296,12,False,11237.7,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2024,muy_arriesgado,0.9977258493801368,0.0,0.2195,0.1292,1.6992,0.0478,12,False,11428.12,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2025,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2025,conservador,0.9999999514220028,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2025,neutro,0.9989333087489682,0.0,0.2179,0.0754,2.89,0.0324,12,False,11366.0,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2025,arriesgado,0.999386757795761,0.0,0.0839,0.1059,0.7924,0.0841,12,False,10735.01,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.025,2025,muy_arriesgado,0.9998843519533248,0.0,0.1887,0.147,1.2836,0.0797,12,False,11299.24,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2019,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2019,conservador,0.999928891311728,0.1294999308504578,0.103,0.1563,0.6592,0.0561,5,True,4785.86,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2019,neutro,0.9999742293441076,0.0,0.1808,0.0521,3.4709,0.0179,12,False,11087.21,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2019,arriesgado,0.9999999659448364,0.0,0.275,0.1113,2.4712,0.0538,12,False,12032.55,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2019,muy_arriesgado,0.99999997384447,0.0,0.3614,0.1467,2.4636,0.0701,12,False,12972.01,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2020,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2020,conservador,0.999988562146125,0.4990894757819538,-0.3353,,0.0,0.1131,2,True,1599.56,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2020,neutro,0.9999758445453732,0.333268960118909,-0.6037,0.3581,-1.6856,0.2355,3,True,2358.4,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2020,arriesgado,0.9999972305402056,0.0,0.3894,0.2292,1.6985,0.1828,12,False,11416.6,1.0,0.0
sin_bl,False,robust_factor_hybrid,1.0,126,21,5,0.05,2020,muy_arriesgado,0.9999999952678416,0.0,0.616,0.2656,2.3196,0.1718,12,False,12220.56,1.0,0.0
