config_id,bl_method,conf_base,lookback,skip,train_years,max_weight,anio,perfil,prob_aceptacion_prom,prob_abandono_prom,retorno_anual,volatilidad_anual,sharpe,max_drawdown,meses_activos,abandono,comision_total,frecuencia_rebalanceo,caja_chica_promedio
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2021,conservador,0.9999999999992055,0.5812485591598301,0.0,,0.0,0.0533,1,True,867.65,1.0,0.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2021,neutro,0.9588627049952337,0.0,0.3938,0.1289,3.0555,0.0533,12,False,12954.4,0.9167,0.0002
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2021,arriesgado,0.9278250056821372,0.0,0.2782,0.1352,2.0572,0.0529,12,False,11956.48,0.9167,0.0001
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2021,muy_arriesgado,0.9185671311285172,0.0,0.3578,0.1652,2.165,0.0596,12,False,12563.42,0.9167,0.0001
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2022,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2022,conservador,0.7255192262226657,0.37846424952014,-0.1468,0.183,-0.802,0.0866,4,True,3211.61,0.75,0.0005
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2022,neutro,0.12037850818382534,0.10825332179825621,-0.2036,0.2033,-1.0016,0.1863,9,True,6934.21,0.1111,0.0049
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2022,arriesgado,0.2414112526117831,0.0,-0.0756,0.1634,-0.4627,0.2012,12,False,8724.76,0.25,0.0069
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2022,muy_arriesgado,0.2550213643697338,0.0,-0.1041,0.2292,-0.4542,0.2861,12,False,8094.47,0.25,0.0065
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2023,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2023,conservador,0.8593433614002297,0.15174804667146896,-0.1118,0.0595,-1.8788,0.0615,5,True,4485.53,0.8,0.0003
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2023,neutro,0.30099594818350367,0.0,0.1395,0.1638,0.8519,0.0809,12,False,11217.16,0.3333,0.0025
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2023,arriesgado,0.01215723154355248,0.0,0.111,0.1015,1.0932,0.0393,12,False,10492.68,0.0,0.0096
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2023,muy_arriesgado,0.16882385495656782,0.0,0.1963,0.1569,1.2509,0.0776,12,False,10713.63,0.1667,0.0017
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2024,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2024,conservador,0.9999978051382703,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2024,neutro,0.9609254492338678,0.0,0.2144,0.1184,1.8104,0.0428,12,False,11263.83,1.0,0.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2024,arriesgado,0.5416955123617126,0.0,0.2415,0.0915,2.6374,0.0304,12,False,11587.57,0.5,0.0014
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2024,muy_arriesgado,0.5049241557138459,0.0,0.2733,0.1009,2.7098,0.034,12,False,12022.68,0.5,0.0012
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2025,muy_conservador,0.5,0.0,-0.0091,0.0,0.0,0.0,12,False,9954.29,0.3333,1.0
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2025,conservador,0.8186901721897158,0.0,0.2145,0.0754,2.8456,0.0324,12,False,11349.56,0.8333,0.0004
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2025,neutro,0.593445818750939,0.0,0.2204,0.0748,2.9455,0.0324,12,False,11373.03,0.5833,0.0022
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2025,arriesgado,0.7347035828766569,0.0,0.2513,0.1003,2.5066,0.0589,12,False,11163.04,0.75,0.0009
hybrid_35F_65A|conf=1|lb=126|skip=21,robust_factor_hybrid_asset,1.0,126,21,5,0.025,2025,muy_arriesgado,0.6952408644256748,0.0,0.2701,0.1379,1.9585,0.0974,12,False,11011.61,0.6667,0.001
