eval_start,eval_end,n_clientes,train_years,lambda,bl_method,max_weight_muy_conservador,max_weight_conservador,max_weight_neutro,max_weight_arriesgado,max_weight_muy_arriesgado
2019-01-01,2025-12-31,5000,5,0.0,robust_factor_hybrid,0.025,0.025,0.01,0.025,0.05
