cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
159,True,15,981269.1,-0.015,0.9333,12879.04
160,True,15,979885.66,-0.0161,1.0,12864.48
161,True,15,979885.66,-0.0161,1.0,12864.48
162,True,15,979885.66,-0.0161,1.0,12864.48
163,True,15,979885.66,-0.0161,1.0,12864.48
164,True,15,976458.74,-0.0189,0.8667,12825.65
165,True,15,981269.1,-0.015,0.9333,12879.04
166,True,15,979885.66,-0.0161,1.0,12864.48
167,True,15,979885.66,-0.0161,1.0,12864.48
168,True,15,979885.66,-0.0161,1.0,12864.48
169,True,15,979885.66,-0.0161,1.0,12864.48
170,True,15,979885.66,-0.0161,1.0,12864.48
171,True,16,993054.98,-0.0052,0.875,13638.19
172,True,15,976458.74,-0.0189,0.8667,12825.65
173,True,15,979885.66,-0.0161,1.0,12864.48
174,True,15,978481.55,-0.0173,0.8667,12846.07
175,True,15,979885.66,-0.0161,1.0,12864.48
176,True,15,979885.66,-0.0161,1.0,12864.48
177,True,15,979885.66,-0.0161,1.0,12864.48
178,True,15,979885.66,-0.0161,1.0,12864.48
179,True,15,979885.66,-0.0161,1.0,12864.48
180,True,15,975730.86,-0.0195,0.9333,12817.13
181,True,42,973477.87,-0.0077,0.9524,36737.78
182,True,15,979885.66,-0.0161,1.0,12864.48
183,True,15,979885.66,-0.0161,1.0,12864.48
184,True,15,979885.66,-0.0161,1.0,12864.48
185,True,15,979885.66,-0.0161,1.0,12864.48
186,True,15,981269.1,-0.015,0.9333,12879.04
187,True,15,975730.86,-0.0195,0.9333,12817.13
188,True,15,981269.1,-0.015,0.9333,12879.04
189,True,15,979885.66,-0.0161,1.0,12864.48
190,True,15,975730.86,-0.0195,0.9333,12817.13
191,True,15,979885.66,-0.0161,1.0,12864.48
192,True,15,981269.1,-0.015,0.9333,12879.04
193,True,15,975730.86,-0.0195,0.9333,12817.13
194,True,42,974127.84,-0.0075,0.9286,36804.48
195,True,15,975730.86,-0.0195,0.9333,12817.13
196,True,15,975730.86,-0.0195,0.9333,12817.13
197,True,15,981269.1,-0.015,0.9333,12879.04
198,True,16,998043.62,-0.0015,1.0,13696.88
199,True,15,979885.66,-0.0161,1.0,12864.48
200,True,15,979885.66,-0.0161,1.0,12864.48
201,True,16,998043.62,-0.0015,1.0,13696.88
202,True,15,979885.66,-0.0161,1.0,12864.48
203,True,15,975730.86,-0.0195,0.9333,12817.13
204,True,15,979885.66,-0.0161,1.0,12864.48
205,True,42,967543.21,-0.0094,0.9524,36654.1
206,True,15,975730.86,-0.0195,0.9333,12817.13
207,True,15,979885.66,-0.0161,1.0,12864.48
208,True,15,975730.86,-0.0195,0.9333,12817.13
209,True,15,979885.66,-0.0161,1.0,12864.48
210,True,15,979885.66,-0.0161,1.0,12864.48
211,True,42,974783.92,-0.0073,0.9286,36726.37
212,True,15,975730.86,-0.0195,0.9333,12817.13
213,True,15,979885.66,-0.0161,1.0,12864.48
214,True,15,975730.86,-0.0195,0.9333,12817.13
215,True,15,981269.1,-0.015,0.9333,12879.04
216,True,15,981269.1,-0.015,0.9333,12879.04
217,True,15,979885.66,-0.0161,1.0,12864.48
218,True,15,979885.66,-0.0161,1.0,12864.48
219,True,15,979885.66,-0.0161,1.0,12864.48
220,True,15,979885.66,-0.0161,1.0,12864.48
221,True,15,979885.66,-0.0161,1.0,12864.48
222,True,16,999452.7,-0.0004,0.9375,13712.61
223,True,15,979885.66,-0.0161,1.0,12864.48
224,True,15,979885.66,-0.0161,1.0,12864.48
225,True,15,979885.66,-0.0161,1.0,12864.48
226,True,15,975730.86,-0.0195,0.9333,12817.13
227,True,15,979885.66,-0.0161,1.0,12864.48
228,True,15,979885.66,-0.0161,1.0,12864.48
229,True,15,979885.66,-0.0161,1.0,12864.48
230,True,15,975730.86,-0.0195,0.9333,12817.13
231,True,15,978481.55,-0.0173,0.8667,12846.07
232,True,15,979885.66,-0.0161,1.0,12864.48
233,True,15,979885.66,-0.0161,1.0,12864.48
234,True,15,981269.1,-0.015,0.9333,12879.04
235,True,15,979885.66,-0.0161,1.0,12864.48
236,True,15,979885.66,-0.0161,1.0,12864.48
237,True,15,979885.66,-0.0161,1.0,12864.48
238,True,15,975730.86,-0.0195,0.9333,12817.13
239,True,15,975730.86,-0.0195,0.9333,12817.13
240,True,15,979885.66,-0.0161,1.0,12864.48
241,True,15,982374.52,-0.0141,0.9333,12875.36
242,True,15,979885.66,-0.0161,1.0,12864.48
243,True,15,979885.66,-0.0161,1.0,12864.48
244,True,15,975730.86,-0.0195,0.9333,12817.13
245,True,15,979885.66,-0.0161,1.0,12864.48
246,True,15,979885.66,-0.0161,1.0,12864.48
247,True,15,975730.86,-0.0195,0.9333,12817.13
248,True,15,981269.1,-0.015,0.9333,12879.04
249,True,16,998043.62,-0.0015,1.0,13696.88
250,True,15,979885.66,-0.0161,1.0,12864.48
251,True,15,979885.66,-0.0161,1.0,12864.48
252,True,15,980147.27,-0.0159,0.9333,12867.69
253,True,15,979885.66,-0.0161,1.0,12864.48
254,True,15,979885.66,-0.0161,1.0,12864.48
255,True,42,978306.74,-0.0062,0.9524,36811.29
256,True,15,979885.66,-0.0161,1.0,12864.48
257,True,15,981531.07,-0.0148,0.8667,12882.25
258,True,15,979885.66,-0.0161,0.9333,12864.48
259,True,15,979885.66,-0.0161,1.0,12864.48
260,True,15,979885.66,-0.0161,1.0,12864.48
261,True,15,979885.66,-0.0161,1.0,12864.48
262,True,15,981269.1,-0.015,0.9333,12879.04
263,True,15,975730.86,-0.0195,0.9333,12817.13
264,True,15,979885.66,-0.0161,1.0,12864.48
