cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
305,True,15,953754.9,-0.0372,1.0,13762.57
306,True,15,953754.9,-0.0372,1.0,13762.57
307,True,15,953754.9,-0.0372,1.0,13762.57
308,True,15,953754.9,-0.0372,1.0,13762.57
309,True,15,953754.9,-0.0372,1.0,13762.57
310,True,15,953754.9,-0.0372,1.0,13762.57
311,True,15,953754.9,-0.0372,1.0,13762.57
312,True,15,953754.9,-0.0372,1.0,13762.57
313,True,15,953754.9,-0.0372,1.0,13762.57
314,True,15,953754.9,-0.0372,1.0,13762.57
315,True,15,953754.9,-0.0372,1.0,13762.57
316,True,15,953754.9,-0.0372,1.0,13762.57
317,True,15,953754.9,-0.0372,1.0,13762.57
318,True,15,953754.9,-0.0372,1.0,13762.57
319,True,15,953754.9,-0.0372,1.0,13762.57
320,True,15,953754.9,-0.0372,1.0,13762.57
321,True,15,953754.9,-0.0372,1.0,13762.57
322,True,15,953754.9,-0.0372,1.0,13762.57
323,True,15,953754.9,-0.0372,1.0,13762.57
324,True,15,953754.9,-0.0372,1.0,13762.57
325,True,15,953754.9,-0.0372,1.0,13762.57
326,True,15,953754.9,-0.0372,1.0,13762.57
327,True,15,953754.9,-0.0372,1.0,13762.57
328,True,15,953754.9,-0.0372,1.0,13762.57
329,True,15,953754.9,-0.0372,1.0,13762.57
330,True,15,953754.9,-0.0372,1.0,13762.57
331,True,15,953754.9,-0.0372,1.0,13762.57
332,True,15,953754.9,-0.0372,1.0,13762.57
333,True,15,953754.9,-0.0372,1.0,13762.57
334,True,15,953754.9,-0.0372,1.0,13762.57
335,True,15,953754.9,-0.0372,1.0,13762.57
336,True,15,953754.9,-0.0372,1.0,13762.57
337,True,15,953754.9,-0.0372,1.0,13762.57
338,True,15,953754.9,-0.0372,1.0,13762.57
339,True,15,953754.9,-0.0372,1.0,13762.57
340,True,15,953754.9,-0.0372,1.0,13762.57
341,True,15,953754.9,-0.0372,1.0,13762.57
342,True,15,953754.9,-0.0372,1.0,13762.57
343,True,15,953754.9,-0.0372,1.0,13762.57
344,True,15,953754.9,-0.0372,1.0,13762.57
345,True,15,953754.9,-0.0372,1.0,13762.57
346,True,15,953754.9,-0.0372,1.0,13762.57
347,True,15,953754.9,-0.0372,1.0,13762.57
348,True,15,953754.9,-0.0372,1.0,13762.57
349,True,15,953754.9,-0.0372,1.0,13762.57
350,True,15,953754.9,-0.0372,1.0,13762.57
351,True,15,953754.9,-0.0372,1.0,13762.57
352,True,15,953754.9,-0.0372,1.0,13762.57
353,True,15,953754.9,-0.0372,1.0,13762.57
354,True,15,953754.9,-0.0372,1.0,13762.57
355,True,15,953754.9,-0.0372,1.0,13762.57
356,True,15,953754.9,-0.0372,1.0,13762.57
357,True,15,953754.9,-0.0372,1.0,13762.57
358,True,15,953754.9,-0.0372,1.0,13762.57
359,True,15,953754.9,-0.0372,1.0,13762.57
360,True,15,953754.9,-0.0372,1.0,13762.57
361,True,15,953754.9,-0.0372,1.0,13762.57
362,True,15,953754.9,-0.0372,1.0,13762.57
363,True,15,953754.9,-0.0372,1.0,13762.57
364,True,15,953754.9,-0.0372,1.0,13762.57
365,True,15,953754.9,-0.0372,1.0,13762.57
366,True,15,953754.9,-0.0372,1.0,13762.57
367,True,15,953754.9,-0.0372,1.0,13762.57
368,True,15,953754.9,-0.0372,1.0,13762.57
369,True,15,953754.9,-0.0372,1.0,13762.57
370,True,15,953754.9,-0.0372,1.0,13762.57
371,True,15,953754.9,-0.0372,1.0,13762.57
372,True,15,953754.9,-0.0372,1.0,13762.57
373,True,15,953754.9,-0.0372,1.0,13762.57
374,True,15,953754.9,-0.0372,1.0,13762.57
375,True,15,953754.9,-0.0372,1.0,13762.57
376,True,15,953754.9,-0.0372,1.0,13762.57
377,True,15,953754.9,-0.0372,1.0,13762.57
378,True,15,953754.9,-0.0372,1.0,13762.57
379,True,15,953754.9,-0.0372,1.0,13762.57
380,True,15,953754.9,-0.0372,1.0,13762.57
381,True,15,953754.9,-0.0372,1.0,13762.57
382,True,15,953754.9,-0.0372,1.0,13762.57
383,True,15,953754.9,-0.0372,1.0,13762.57
384,True,15,953754.9,-0.0372,1.0,13762.57
385,True,15,953754.9,-0.0372,1.0,13762.57
386,True,15,953754.9,-0.0372,1.0,13762.57
387,True,15,953754.9,-0.0372,1.0,13762.57
388,True,15,953754.9,-0.0372,1.0,13762.57
389,True,15,953754.9,-0.0372,1.0,13762.57
390,True,15,953754.9,-0.0372,1.0,13762.57
391,True,15,953754.9,-0.0372,1.0,13762.57
392,True,15,953754.9,-0.0372,1.0,13762.57
